CODGEO;LIBGEO;REG;DEP;E14A17;DE14A17;C114A17;C214A17;C314A17;C414A17;C514A17;FZ14A17;GZ14A17;HZ14A17;IZ14A17;JZ14A17;KZ14A17;LZ14A17;MN14A17;OQ14A17;RU14A17;;
60387;Marseille-en-Beauvaisis;22;60;71;0;1;0;1;0;4;12;12;1;6;0;4;1;11;14;4;;
60388;Martincourt;22;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;
60389;Maucourt;22;60;6;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;3;;
60390;Maulers;22;60;7;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;;
60391;Maysel;22;60;4;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;;
60392;Mélicocq;22;60;18;0;0;0;0;0;0;5;2;1;1;0;1;0;5;1;2;;
60393;Mello;22;60;15;0;0;0;0;0;2;1;4;0;2;1;0;0;2;2;1;;
60394;Ménévillers;22;60;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;;
60395;Méru;22;60;597;2;7;0;5;0;21;80;151;24;50;11;24;21;80;69;52;;
60396;Méry-la-Bataille;22;60;14;1;1;0;0;0;0;4;4;0;3;0;0;0;1;0;0;;
60397;Le Mesnil-Conteville;22;60;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;;
60398;Le Mesnil-en-Thelle;22;60;98;2;1;0;0;0;4;13;17;10;3;8;2;1;10;16;11;;
60399;Le Mesnil-Saint-Firmin;22;60;6;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;1;;
60400;Le Mesnil-sur-Bulles;22;60;6;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;1;;
60401;Le Mesnil-Théribus;22;60;29;1;1;0;0;0;1;7;4;1;1;1;0;0;11;0;1;;
60402;Le Meux;22;60;158;9;1;0;1;0;17;20;26;18;7;1;10;3;19;22;4;;
60403;Milly-sur-Thérain;22;60;71;0;2;0;0;0;7;13;11;2;6;2;2;1;4;11;10;;
60404;Mogneville;22;60;53;1;1;0;0;0;2;12;11;3;2;1;1;0;10;5;4;;
60405;Moliens;22;60;37;0;1;0;0;0;4;11;8;0;2;0;2;1;3;1;4;;
60406;Monceaux;22;60;27;0;0;0;0;0;3;9;6;0;0;0;1;0;4;1;3;;
60407;Monceaux-l'Abbaye;22;60;5;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;0;;
60408;Monchy-Humières;22;60;28;1;1;0;0;0;1;5;5;1;2;1;0;2;6;1;2;;
60409;Monchy-Saint-Éloi;22;60;67;0;1;0;0;0;2;5;14;3;3;4;1;2;7;19;6;;
60410;Mondescourt;22;60;5;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;;
60411;Monneville;22;60;38;1;1;0;0;0;1;4;8;0;1;1;1;2;6;9;3;;
60412;Montagny-en-Vexin;22;60;24;1;0;0;1;1;2;7;5;0;0;0;0;1;2;3;1;;
60413;Montagny-Sainte-Félicité;22;60;15;1;0;0;0;0;0;3;3;0;0;2;0;2;2;0;2;;
60414;Montataire;22;60;557;8;8;0;3;0;39;100;127;38;27;20;10;20;81;48;28;;
60415;Montépilloy;22;60;8;0;0;0;0;0;1;0;1;1;0;0;1;1;2;0;1;;
60416;Montgérain;22;60;3;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;;
60417;Montherlant;22;60;13;0;0;0;0;0;0;4;0;0;2;1;0;2;2;0;2;;
60418;Montiers;22;60;14;0;0;0;0;0;0;3;0;0;0;1;0;1;6;1;2;;
60420;Montjavoult;22;60;18;0;0;0;0;0;0;5;2;0;0;1;0;3;6;0;1;;
60421;Mont-l'Évêque;22;60;13;0;0;0;0;1;0;1;3;0;0;0;0;1;4;1;2;;
60422;Montlognon;22;60;18;1;0;0;0;0;1;4;2;0;1;0;0;0;5;1;3;;
60423;Montmacq;22;60;17;1;0;0;1;0;0;1;4;0;2;0;0;1;4;2;1;;
60424;Montmartin;22;60;6;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;;
60425;Montreuil-sur-Brêche;22;60;16;0;1;0;0;0;0;5;2;0;3;1;0;0;1;0;3;;
60426;Montreuil-sur-Thérain;22;60;17;0;0;0;0;0;0;7;4;3;0;0;0;0;1;2;0;;
60427;Monts;22;60;12;0;0;0;0;0;1;1;3;0;1;0;1;1;1;0;3;;
60428;Le Mont-Saint-Adrien;22;60;25;0;0;0;0;0;3;6;1;0;0;2;3;2;3;2;3;;
60429;Morangles;22;60;16;0;0;0;0;0;0;6;4;0;1;0;1;0;3;1;0;;
60430;Morienval;22;60;50;1;1;0;1;0;1;12;7;1;1;3;2;0;13;3;4;;
60431;Morlincourt;22;60;11;0;0;0;0;0;0;3;0;1;3;0;1;0;2;0;1;;
60432;Mortefontaine;22;60;40;0;0;0;0;0;0;4;7;4;1;1;0;7;10;2;4;;
60433;Mortefontaine-en-Thelle;22;60;41;0;0;0;0;0;6;12;3;2;5;3;0;0;6;1;3;;
60434;Mortemer;22;60;11;0;0;0;0;0;0;1;2;1;0;1;0;2;3;0;1;;
60435;Morvillers;22;60;22;0;3;0;0;0;0;7;4;1;1;0;1;0;2;0;3;;
60436;Mory-Montcrux;22;60;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;
60437;Mouchy-le-Châtel;22;60;4;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;;
60438;Moulin-sous-Touvent;22;60;7;2;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;;
60439;Mouy;22;60;229;0;6;0;2;1;10;32;46;6;13;3;14;12;30;32;22;;
60440;Moyenneville;22;60;21;2;0;0;0;0;1;5;4;2;1;2;0;0;2;0;2;;
60441;Moyvillers;22;60;40;0;1;0;0;0;0;9;9;0;2;1;2;2;6;2;6;;
60442;Muidorge;22;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;
60443;Muirancourt;22;60;18;0;0;0;0;0;1;11;1;1;1;1;0;0;1;0;1;;
60444;Mureaumont;22;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60445;Nampcel;22;60;12;1;0;0;0;0;0;1;0;0;1;0;2;2;2;2;1;;
60446;Nanteuil-le-Haudouin;22;60;143;0;2;0;2;0;4;18;23;13;8;3;5;10;19;22;14;;
60447;Néry;22;60;19;0;0;0;0;0;1;3;1;0;1;0;1;1;5;4;2;;
60448;Neufchelles;22;60;11;0;0;0;0;0;2;3;0;1;0;1;0;0;2;1;1;;
60449;Neufvy-sur-Aronde;22;60;8;0;0;0;0;0;1;1;0;2;0;0;0;0;3;0;1;;
60450;Neuilly-en-Thelle;22;60;181;4;2;0;2;0;9;28;30;8;11;2;9;10;21;23;22;;
60451;Neuilly-sous-Clermont;22;60;58;0;0;0;0;0;2;9;21;1;2;5;1;3;8;4;2;;
60452;Neuville-Bosc;22;60;27;0;0;0;0;0;0;3;8;1;1;2;0;0;9;2;1;;
60453;La Neuville-d'Aumont;22;60;18;0;0;0;1;0;2;2;3;1;1;0;0;0;6;1;1;;
60454;La Neuville-en-Hez;22;60;50;0;1;0;0;0;7;11;4;2;1;3;1;3;5;8;4;;
60455;La Neuville-Garnier;22;60;17;0;0;0;0;0;1;8;2;0;0;1;0;0;4;0;1;;
60456;La Neuville-Roy;22;60;41;1;0;0;0;0;3;7;5;1;1;1;0;3;3;13;3;;
60457;La Neuville-Saint-Pierre;22;60;9;0;0;0;0;0;0;3;3;0;0;0;1;0;1;1;0;;
60458;La Neuville-sur-Oudeuil;22;60;7;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;1;;
60459;La Neuville-sur-Ressons;22;60;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;;
60460;La Neuville-Vault;22;60;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
60461;Nivillers;22;60;7;0;0;0;0;0;1;1;0;0;0;0;1;0;3;0;1;;
60462;Noailles;22;60;144;0;4;0;0;0;5;17;29;8;13;0;14;3;17;21;13;;
60463;Nogent-sur-Oise;22;60;673;10;7;0;1;0;21;77;206;39;44;19;18;19;78;78;56;;
60464;Nointel;22;60;26;0;0;0;0;0;2;7;5;0;0;1;0;1;7;2;1;;
60465;Noirémont;22;60;5;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;;
60466;Noroy;22;60;6;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;1;;
60468;Nourard-le-Franc;22;60;8;0;0;0;0;0;0;1;2;0;0;1;0;0;3;0;1;;
60469;Novillers;22;60;35;1;2;0;2;0;0;6;6;0;1;1;2;3;8;3;0;;
60470;Noyers-Saint-Martin;22;60;25;1;1;0;1;0;0;6;4;3;2;0;0;0;4;1;2;;
60471;Noyon;22;60;831;7;14;0;1;2;37;101;211;22;56;20;36;23;113;125;63;;
60472;Offoy;22;60;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;;
60473;Ognes;22;60;6;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;1;;
60474;Ognolles;22;60;5;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;;
60475;Ognon;22;60;7;0;0;0;0;0;0;1;0;0;1;0;0;0;3;2;0;;
60476;Omécourt;22;60;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;
60477;Ons-en-Bray;22;60;82;0;1;0;2;1;5;17;21;3;4;0;4;2;13;2;7;;
60478;Ormoy-le-Davien;22;60;4;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;;
60479;Ormoy-Villers;22;60;22;0;1;0;0;0;1;2;4;3;1;0;0;4;2;1;3;;
60480;Oroër;22;60;17;0;0;0;0;0;0;4;3;1;1;0;1;1;4;0;2;;
60481;Orrouy;22;60;14;1;0;0;0;0;2;0;2;0;1;0;0;1;3;1;3;;
60482;Orry-la-Ville;22;60;184;0;1;0;0;0;6;14;26;7;12;8;10;8;44;29;19;;
60483;Orvillers-Sorel;22;60;20;1;0;0;0;0;1;6;1;1;1;1;1;1;5;0;1;;
60484;Oudeuil;22;60;6;0;0;0;0;0;0;2;1;0;0;0;0;0;3;0;0;;
60485;Oursel-Maison;22;60;10;1;0;0;0;0;1;1;5;0;1;0;0;0;1;0;0;;
60486;Paillart;22;60;15;0;0;0;1;0;0;3;3;1;4;0;0;0;2;0;1;;
60487;Parnes;22;60;14;0;0;0;0;0;1;4;1;2;0;0;1;1;2;1;1;;
60488;Passel;22;60;26;4;0;0;1;0;3;3;6;2;0;2;1;1;2;1;0;;
60489;Péroy-les-Gombries;22;60;28;0;0;0;0;0;5;6;6;0;0;0;0;2;6;1;2;;
60490;Pierrefitte-en-Beauvaisis;22;60;11;0;0;0;0;0;0;6;2;0;0;0;1;0;2;0;0;;
60491;Pierrefonds;22;60;120;0;3;0;0;0;4;11;18;2;16;5;0;7;29;17;8;;
60492;Pimprez;22;60;26;2;0;0;0;0;1;9;2;3;0;0;0;0;3;2;4;;
60493;Pisseleu;22;60;12;0;0;0;0;0;0;3;1;1;0;1;0;0;3;1;2;;
60494;Plailly;22;60;123;0;3;0;3;1;5;8;23;5;8;8;3;7;28;14;7;;
60495;Plainval;22;60;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;
60496;Plainville;22;60;8;0;0;0;0;0;1;2;1;0;0;0;0;1;1;1;1;;
60497;Le Plessier-sur-Bulles;22;60;3;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;;
60498;Le Plessier-sur-Saint-Just;22;60;18;1;2;0;0;0;0;4;2;2;1;0;0;1;1;1;3;;
60499;Plessis-de-Roye;22;60;7;0;1;0;0;0;0;1;3;0;0;0;0;0;1;0;1;;
60500;Le Plessis-Belleville;22;60;286;2;1;0;2;0;3;24;72;34;11;4;14;8;56;32;23;;
60501;Le Plessis-Brion;22;60;37;2;1;0;0;0;1;8;8;1;2;1;0;1;3;4;5;;
60502;Le Plessis-Patte-d'Oie;22;60;3;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;;
60503;Le Ployron;22;60;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
60504;Ponchon;22;60;54;1;1;0;0;0;5;19;5;2;0;1;1;3;6;5;5;;
60505;Pontarmé;22;60;46;0;1;0;0;0;0;7;8;0;2;4;0;1;9;2;12;;
60506;Pont-l'Évêque;22;60;21;0;1;0;0;1;1;4;3;2;2;0;0;1;0;5;1;;
60507;Pontoise-lès-Noyon;22;60;12;1;0;0;0;0;0;3;2;0;1;0;0;2;2;1;0;;
60508;Pontpoint;22;60;147;5;2;0;2;0;8;32;22;4;6;4;4;3;22;20;13;;
60509;Pont-Sainte-Maxence;22;60;532;3;6;0;2;0;20;61;128;22;46;11;24;20;59;77;53;;
60510;Porcheux;22;60;9;0;0;0;0;0;1;2;2;1;0;1;0;0;2;0;0;;
60511;Porquéricourt;22;60;14;2;0;0;0;0;1;6;2;0;0;0;0;0;3;0;0;;
60512;Pouilly;22;60;7;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;3;;
60513;Précy-sur-Oise;22;60;171;2;5;1;0;0;7;28;39;4;4;9;6;8;23;22;13;;
60514;Prévillers;22;60;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;;
60515;Pronleroy;22;60;15;1;0;0;0;0;0;4;1;2;0;0;0;0;4;0;3;;
60516;Puiseux-en-Bray;22;60;16;0;0;0;0;0;1;8;1;0;0;2;0;0;3;0;1;;
60517;Puiseux-le-Hauberger;22;60;43;0;0;0;0;0;5;5;10;5;1;2;2;3;7;1;2;;
60518;Puits-la-Vallée;22;60;4;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;
60519;Quesmy;22;60;5;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;0;;
60520;Le Quesnel-Aubry;22;60;6;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;;
60521;Quincampoix-Fleuzy;22;60;19;0;1;0;0;0;2;7;2;1;2;0;0;0;0;0;4;;
60522;Quinquempoix;22;60;7;3;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;;
60523;Rainvillers;22;60;38;0;0;0;0;0;3;6;4;6;1;1;0;4;9;1;3;;
60524;Rantigny;22;60;128;0;1;0;2;0;8;29;26;5;13;4;6;7;15;5;7;;
60525;Raray;22;60;23;0;0;0;0;0;0;1;4;0;3;0;0;3;10;0;2;;
60526;Ravenel;22;60;32;1;3;0;0;0;3;6;6;0;2;0;1;1;3;0;6;;
60527;Réez-Fosse-Martin;22;60;4;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;;
60528;Reilly;22;60;9;0;0;0;0;1;0;1;0;0;2;0;0;1;2;1;1;;
60529;Rémécourt;22;60;4;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;;
60530;Rémérangles;22;60;6;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;
60531;Remy;22;60;72;1;1;0;0;0;5;10;8;9;4;5;1;1;11;11;5;;
60532;Ressons-l'Abbaye;22;60;4;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;;
60533;Ressons-sur-Matz;22;60;128;2;3;0;2;0;3;9;28;4;8;4;8;6;11;26;14;;
60534;Rethondes;22;60;21;0;0;0;0;0;0;6;2;1;2;1;0;0;4;4;1;;
60535;Reuil-sur-Brêche;22;60;14;1;0;0;0;0;1;6;0;1;1;0;0;0;2;0;2;;
60536;Rhuis;22;60;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;;
60537;Ribécourt-Dreslincourt;22;60;178;2;4;0;1;0;12;26;25;11;11;1;13;7;17;35;13;;
60538;Ricquebourg;22;60;6;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;;
60539;Rieux;22;60;64;1;1;0;1;0;6;18;6;5;2;0;1;0;2;11;10;;
60540;Rivecourt;22;60;26;0;1;0;0;0;0;6;11;1;2;0;1;0;3;0;1;;
60541;Roberval;22;60;18;0;0;0;1;0;1;4;2;2;1;1;1;0;2;1;2;;
60542;Rochy-Condé;22;60;46;4;2;0;1;0;4;7;8;4;2;0;1;2;3;1;7;;
60543;Rocquemont;22;60;4;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;;
60544;Rocquencourt;22;60;5;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;;
60545;Romescamps;22;60;13;0;0;0;0;0;1;6;3;1;0;0;0;0;0;0;2;;
60546;Rosières;22;60;5;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;;
60547;Rosoy;22;60;24;0;0;0;0;0;2;9;4;2;0;0;0;0;4;2;1;;
60548;Rosoy-en-Multien;22;60;19;0;0;0;0;0;3;1;4;0;2;2;0;1;3;2;1;;
60549;Rotangy;22;60;6;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;1;;
60550;Rothois;22;60;5;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;1;;
60551;Rousseloy;22;60;15;0;1;0;0;1;0;2;6;0;1;2;1;0;1;0;0;;
60552;Rouville;22;60;17;0;0;0;0;0;2;0;1;1;0;2;1;0;5;2;3;;
60553;Rouvillers;22;60;5;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;;
60554;Rouvres-en-Multien;22;60;12;0;0;0;0;0;0;3;3;1;0;0;0;1;1;1;2;;
60555;Rouvroy-les-Merles;22;60;3;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;;
60556;Royaucourt;22;60;9;1;0;0;0;0;3;2;1;0;0;0;0;0;1;1;0;;
60557;Roy-Boissy;22;60;7;1;0;0;0;0;0;0;4;1;0;0;0;0;1;0;0;;
60558;Roye-sur-Matz;22;60;14;0;0;0;0;0;0;7;4;1;1;0;0;0;1;0;0;;
60559;La Rue-Saint-Pierre;22;60;29;0;0;0;0;0;5;12;2;1;1;0;0;2;0;3;3;;
60560;Rully;22;60;33;0;1;0;0;0;2;4;3;2;1;1;1;3;8;3;4;;
60561;Russy-Bémont;22;60;6;0;0;0;0;0;0;1;0;0;0;0;1;1;2;1;0;;
60562;Sacy-le-Grand;22;60;55;1;1;0;0;0;0;13;9;1;2;1;1;2;5;11;8;;
60563;Sacy-le-Petit;22;60;10;0;0;0;0;0;0;1;3;0;0;0;0;1;2;1;2;;
60564;Sains-Morainvillers;22;60;8;0;0;0;0;0;0;1;2;2;0;0;0;0;2;0;1;;
60565;Saint-André-Farivillers;22;60;23;2;0;0;1;1;2;5;2;0;0;0;0;1;7;1;1;;
60566;Saint-Arnoult;22;60;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;;
60567;Saint-Aubin-en-Bray;22;60;39;1;1;0;0;0;1;12;7;0;2;1;0;1;7;2;4;;
60568;Saint-Aubin-sous-Erquery;22;60;9;0;0;0;0;0;0;3;2;2;0;0;0;0;1;1;0;;
60569;Saint-Crépin-aux-Bois;22;60;11;0;0;0;0;0;0;1;3;0;0;0;0;2;1;1;3;;
60570;Saint-Crépin-Ibouvillers;22;60;73;1;1;0;0;1;5;12;11;2;8;0;5;0;10;13;4;;
60571;Saint-Deniscourt;22;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;
60572;Saint-Étienne-Roilaye;22;60;20;1;0;0;0;0;4;4;0;1;1;2;0;1;1;3;2;;
60573;Sainte-Eusoye;22;60;7;0;0;0;0;0;1;1;0;0;0;0;0;0;4;0;1;;
60574;Saint-Félix;22;60;21;0;0;0;0;0;1;10;2;2;2;0;0;1;1;1;1;;
60575;Sainte-Geneviève;22;60;189;1;3;0;3;0;8;31;55;7;9;3;3;5;27;19;15;;
60576;Saint-Germain-la-Poterie;22;60;6;0;1;0;0;0;0;0;1;0;0;0;0;0;1;3;0;;
60577;Saint-Germer-de-Fly;22;60;68;2;1;0;0;0;5;18;14;1;6;0;2;0;4;6;9;;
60578;Saintines;22;60;19;1;0;0;0;0;0;4;4;0;1;1;0;0;6;1;1;;
60579;Saint-Jean-aux-Bois;22;60;15;0;0;0;0;0;0;0;3;1;2;2;1;0;5;0;1;;
60581;Saint-Just-en-Chaussée;22;60;286;7;4;0;1;0;10;22;76;7;22;1;20;18;28;38;32;;
60582;Saint-Léger-aux-Bois;22;60;22;0;0;0;0;0;1;3;6;0;1;1;1;0;4;2;3;;
60583;Saint-Léger-en-Bray;22;60;20;0;0;0;0;0;1;5;3;0;0;2;0;1;5;1;2;;
60584;Saint-Leu-d'Esserent;22;60;194;6;4;0;1;0;10;35;31;14;17;3;4;6;21;19;23;;
60585;Saint-Martin-aux-Bois;22;60;4;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;;
60586;Saint-Martin-le-Noeud;22;60;30;0;2;0;0;0;2;2;9;1;0;0;2;0;4;6;2;;
60587;Saint-Martin-Longueau;22;60;59;1;1;0;2;0;3;8;18;5;4;2;0;2;6;2;5;;
60588;Saint-Maur;22;60;12;0;0;0;0;0;4;0;1;0;0;1;0;0;3;2;1;;
60589;Saint-Maximin;22;60;428;9;5;1;2;0;17;23;230;11;26;5;13;14;39;15;18;;
60590;Saint-Omer-en-Chaussée;22;60;39;1;1;0;1;0;3;11;4;2;6;0;2;1;0;2;5;;
60591;Saint-Paul;22;60;80;1;0;0;0;0;8;14;11;3;4;0;2;9;12;5;11;;
60592;Saint-Pierre-es-Champs;22;60;17;1;0;0;0;0;0;8;2;0;0;0;0;0;3;1;2;;
60593;Saint-Pierre-lès-Bitry;22;60;4;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;;
60594;Saint-Quentin-des-Prés;22;60;12;0;0;0;0;0;1;4;4;1;0;0;1;0;0;0;1;;
60595;Saint-Remy-en-l'Eau;22;60;10;0;0;0;0;0;1;2;1;0;0;1;0;1;1;2;1;;
60596;Saint-Samson-la-Poterie;22;60;6;0;0;0;0;0;2;1;1;0;0;0;1;0;0;0;1;;
60597;Saint-Sauveur;22;60;70;0;1;0;0;0;6;17;17;3;2;1;0;3;13;2;5;;
60598;Saint-Sulpice;22;60;33;0;0;0;0;0;4;7;9;1;0;0;0;1;8;1;2;;
60599;Saint-Thibault;22;60;6;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;;
60600;Saint-Vaast-de-Longmont;22;60;24;1;0;0;0;0;0;6;3;2;1;0;1;3;2;2;3;;
60601;Saint-Vaast-lès-Mello;22;60;30;0;0;0;0;0;1;10;5;2;3;0;1;0;4;1;3;;
60602;Saint-Valery;22;60;5;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;;
60603;Salency;22;60;22;0;0;0;0;0;3;7;3;2;1;0;1;1;2;1;1;;
60604;Sarcus;22;60;6;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;1;;
60605;Sarnois;22;60;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;;
60608;Le Saulchoy;22;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60609;Savignies;22;60;35;0;1;0;0;0;0;9;3;1;4;0;1;1;4;6;5;;
60610;Sempigny;22;60;21;0;0;0;1;1;2;5;3;1;2;0;2;1;1;1;1;;
60611;Senantes;22;60;22;0;1;0;0;0;1;9;4;1;0;0;0;1;2;0;3;;
60612;Senlis;22;60;1267;3;11;0;10;1;26;106;256;32;72;32;78;68;259;228;85;;
60613;Senots;22;60;11;0;0;0;0;0;1;5;0;0;0;0;1;0;2;2;0;;
60614;Serans;22;60;11;0;0;0;0;0;0;2;1;0;1;0;0;1;4;2;0;;
60615;Sérévillers;22;60;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;;
60616;Sérifontaine;22;60;86;0;2;0;0;0;5;14;25;3;3;3;3;4;7;6;11;;
60617;Sermaize;22;60;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;;
60618;Séry-Magneval;22;60;9;0;0;0;0;0;0;1;0;1;0;1;0;0;2;1;3;;
60619;Silly-le-Long;22;60;36;1;1;0;0;0;0;5;3;2;2;3;1;3;8;4;3;;
60620;Silly-Tillard;22;60;18;0;1;0;0;0;0;5;5;0;0;0;0;1;1;0;5;;
60621;Solente;22;60;10;0;0;0;0;0;0;1;3;0;0;0;0;0;3;0;3;;
60622;Sommereux;22;60;16;1;0;0;0;0;1;5;3;0;1;0;0;1;4;0;0;;
60623;Songeons;22;60;83;1;3;0;1;0;0;11;22;4;4;2;4;2;14;10;5;;
60624;Sully;22;60;7;0;0;0;0;0;3;2;1;0;0;0;0;0;1;0;0;;
60625;Suzoy;22;60;10;1;0;0;0;0;0;4;1;0;0;0;0;1;1;0;2;;
60626;Talmontiers;22;60;24;0;0;0;0;0;3;8;3;0;0;1;0;1;6;0;2;;
60627;Tartigny;22;60;8;0;2;0;0;0;0;1;2;0;1;1;0;0;0;0;1;;
60628;Therdonne;22;60;43;2;0;0;0;0;3;14;7;0;1;0;2;2;6;2;4;;
60629;Thérines;22;60;5;0;0;0;0;0;1;2;0;0;0;0;0;1;0;1;0;;
60630;Thibivillers;22;60;9;0;0;0;0;0;0;1;2;1;0;0;0;0;5;0;0;;
60631;Thiers-sur-Thève;22;60;55;0;0;0;0;0;4;11;17;2;2;2;3;0;9;1;4;;
60632;Thiescourt;22;60;25;0;1;0;0;0;3;11;2;0;0;0;1;0;3;2;2;;
60633;Thieuloy-Saint-Antoine;22;60;14;0;0;0;0;0;2;6;3;0;0;0;0;0;3;0;0;;
60634;Thieux;22;60;6;2;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;;
60635;Thiverny;22;60;34;1;0;0;0;0;1;4;11;3;7;0;0;1;1;1;4;;
60636;Thourotte;22;60;220;3;4;0;1;0;12;33;40;11;21;4;12;4;20;38;17;;
60637;Thury-en-Valois;22;60;14;1;0;0;0;0;1;1;5;1;0;0;0;1;1;1;2;;
60638;Thury-sous-Clermont;22;60;25;0;0;0;0;0;1;10;5;0;2;1;0;0;1;2;3;;
60639;Tillé;22;60;112;0;1;0;0;0;3;15;25;5;11;6;2;6;17;14;7;;
60640;Tourly;22;60;11;0;0;0;0;0;0;1;2;0;0;0;1;0;6;1;0;;
60641;Tracy-le-Mont;22;60;79;0;2;0;2;0;5;18;8;2;2;1;3;3;11;12;10;;
60642;Tracy-le-Val;22;60;28;2;1;0;0;0;0;9;4;1;2;1;2;0;5;0;1;;
60643;Tricot;22;60;54;1;3;0;1;0;5;5;10;4;3;0;3;0;7;6;6;;
60644;Trie-Château;22;60;111;2;1;0;1;0;7;13;36;4;4;0;3;4;8;17;11;;
60645;Trie-la-Ville;22;60;3;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;
60646;Troissereux;22;60;75;1;1;0;1;0;2;14;19;4;2;0;3;5;9;11;3;;
60647;Trosly-Breuil;22;60;82;1;1;0;0;0;10;15;20;2;2;3;6;2;7;3;10;;
60648;Troussencourt;22;60;7;0;0;0;0;0;0;4;1;0;0;0;0;2;0;0;0;;
60649;Troussures;22;60;5;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;;
60650;Trumilly;22;60;11;1;2;0;0;0;1;2;1;0;0;0;0;0;2;1;1;;
60651;Ully-Saint-Georges;22;60;80;3;1;0;1;1;5;12;16;3;2;2;1;4;14;8;7;;
60652;Valdampierre;22;60;40;1;1;0;0;0;1;14;5;1;0;0;0;1;11;2;3;;
60653;Valescourt;22;60;11;3;0;0;1;0;0;3;1;1;0;0;0;1;1;0;0;;
60654;Vandélicourt;22;60;6;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;2;;
60655;Varesnes;22;60;12;4;0;0;0;0;0;1;2;1;0;0;0;0;2;2;0;;
60656;Varinfroy;22;60;14;1;0;0;0;0;1;2;1;2;0;0;1;0;4;0;2;;
60657;Vauchelles;22;60;7;1;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;;
