CODGEO;LIBGEO;REG;DEP;E14A17;DE14A17;C114A17;C214A17;C314A17;C414A17;C514A17;FZ14A17;GZ14A17;HZ14A17;IZ14A17;JZ14A17;KZ14A17;LZ14A17;MN14A17;OQ14A17;RU14A17;;
01295;Peyzieux-sur-Saône;82;01;22;0;0;0;0;0;2;6;2;1;0;1;0;2;1;2;5;;
01296;Pirajoux;82;01;11;0;0;0;0;0;0;4;2;0;1;1;0;0;2;0;1;;
01297;Pizay;82;01;28;0;0;0;0;0;1;9;3;0;3;0;0;1;8;3;0;;
01298;Plagne;82;01;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;;
01299;Le Plantay;82;01;25;0;0;0;0;0;2;2;9;0;1;0;0;2;6;0;3;;
01300;Le Poizat;82;01;15;0;1;0;0;0;1;3;3;1;3;0;0;0;2;1;0;;
01301;Polliat;82;01;123;3;3;0;1;2;7;19;23;6;6;1;9;3;15;15;10;;
01302;Pollieu;82;01;10;0;0;0;0;0;0;4;2;0;1;0;0;1;1;0;1;;
01303;Poncin;82;01;102;1;4;0;1;0;3;9;25;5;9;2;4;3;11;19;6;;
01304;Pont-d'Ain;82;01;206;9;8;0;2;0;11;26;44;6;13;2;13;10;19;33;10;;
01305;Pont-de-Vaux;82;01;245;3;6;0;1;3;11;13;66;2;26;2;13;7;24;42;26;;
01306;Pont-de-Veyle;82;01;92;0;6;0;0;0;2;7;14;3;7;0;6;4;7;26;10;;
01307;Port;82;01;68;0;0;0;0;2;9;10;12;0;4;0;2;4;9;8;8;;
01308;Pougny;82;01;21;1;0;0;0;0;2;4;3;0;2;2;0;0;6;0;1;;
01309;Pouillat;82;01;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;
01310;Prémeyzel;82;01;12;1;0;0;0;0;1;2;1;0;1;0;0;1;2;3;0;;
01311;Prémillieu;82;01;3;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;;
01312;Pressiat;82;01;12;1;0;0;0;0;1;2;2;0;1;1;0;0;1;3;0;;
01313;Prévessin-Moëns;82;01;203;0;1;0;2;0;3;12;35;6;11;9;6;16;46;38;18;;
01314;Priay;82;01;86;0;3;0;0;0;3;13;12;4;7;3;1;3;17;12;8;;
01316;Pugieu;82;01;13;1;0;0;0;0;0;1;2;1;2;0;1;0;4;0;1;;
01317;Ramasse;82;01;4;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;;
01318;Rancé;82;01;35;0;0;0;0;0;3;15;7;0;2;2;2;0;2;0;2;;
01319;Relevant;82;01;29;0;0;0;0;0;0;5;5;0;1;0;1;0;10;4;3;;
01320;Replonges;82;01;191;1;6;0;1;2;11;35;44;7;15;3;6;4;24;16;16;;
01321;Revonnas;82;01;31;0;0;0;0;0;1;5;3;2;2;1;1;1;8;5;2;;
01322;Reyrieux;82;01;305;2;3;0;7;1;18;52;54;18;12;10;11;14;41;44;18;;
01323;Reyssouze;82;01;45;1;2;0;1;0;1;13;14;1;2;0;1;1;4;1;3;;
01325;Rignieux-le-Franc;82;01;36;0;0;0;1;0;5;11;2;0;2;1;0;2;10;1;1;;
01328;Romans;82;01;30;0;0;0;0;0;1;8;1;1;3;0;2;0;5;7;2;;
01329;Rossillon;82;01;7;1;0;0;0;0;0;2;0;0;0;0;0;0;3;0;1;;
01330;Ruffieu;82;01;18;0;0;0;0;0;0;3;5;0;2;0;0;0;1;5;2;;
01331;Saint-Alban;82;01;8;0;0;0;0;0;0;1;0;0;1;0;0;0;4;1;1;;
01332;Saint-André-de-Bâgé;82;01;25;0;0;0;0;0;4;4;2;1;1;0;0;0;6;2;5;;
01333;Saint-André-de-Corcy;82;01;244;0;5;0;1;0;20;32;49;5;5;10;16;16;27;39;19;;
01334;Saint-André-d'Huiriat;82;01;28;1;1;0;0;0;0;8;4;2;3;0;0;0;2;4;3;;
01335;Saint-André-le-Bouchoux;82;01;11;0;0;0;0;0;1;4;1;1;2;0;0;0;1;0;1;;
01336;Saint-André-sur-Vieux-Jonc;82;01;35;0;3;0;0;0;4;8;4;1;3;0;0;3;4;2;3;;
01337;Saint-Bénigne;82;01;53;0;0;0;2;1;3;9;15;2;2;0;2;1;12;2;2;;
01338;Saint-Benoît;82;01;51;2;0;0;2;0;5;12;7;1;5;2;0;1;6;4;4;;
01339;Saint-Bernard;82;01;69;0;1;0;2;0;2;8;12;2;5;2;2;6;17;2;8;;
01340;Saint-Bois;82;01;5;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;;
01341;Saint-Champ;82;01;9;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;;
01342;Sainte-Croix;82;01;24;0;0;0;0;0;2;8;3;0;4;0;1;2;3;0;1;;
01343;Saint-Cyr-sur-Menthon;82;01;88;0;2;0;0;2;3;24;13;4;6;1;5;3;10;9;6;;
01344;Saint-Denis-lès-Bourg;82;01;295;3;3;0;2;0;12;44;61;9;8;9;13;6;51;53;21;;
01345;Saint-Denis-en-Bugey;82;01;89;0;2;0;0;0;2;19;19;2;6;2;0;1;10;14;12;;
01346;Saint-Didier-d'Aussiat;82;01;34;0;1;0;0;0;3;10;5;2;1;0;0;0;7;1;4;;
01347;Saint-Didier-de-Formans;82;01;94;0;0;0;0;0;2;23;20;1;4;5;2;2;23;4;8;;
01348;Saint-Didier-sur-Chalaronne;82;01;174;0;2;0;1;0;15;27;48;5;10;0;10;2;21;17;16;;
01349;Saint-Éloi;82;01;19;1;0;0;0;0;0;4;2;0;2;0;1;1;7;1;0;;
01350;Saint-Étienne-du-Bois;82;01;113;0;3;0;0;1;13;14;23;5;7;0;4;2;15;15;11;;
01351;Saint-Étienne-sur-Chalaronne;82;01;62;3;2;0;0;0;1;11;13;1;4;1;3;0;13;4;6;;
01352;Saint-Étienne-sur-Reyssouze;82;01;14;0;0;0;0;0;3;2;4;0;2;0;0;2;0;1;0;;
01353;Sainte-Euphémie;82;01;76;0;1;0;0;0;5;21;15;6;4;3;0;3;11;3;4;;
01354;Saint-Genis-Pouilly;82;01;543;7;3;0;9;0;21;67;125;8;33;9;22;25;93;74;47;;
01355;Saint-Genis-sur-Menthon;82;01;19;0;0;0;1;0;4;3;1;2;1;1;0;0;6;0;0;;
01356;Saint-Georges-sur-Renon;82;01;11;0;0;0;0;0;0;2;3;1;0;0;0;0;3;0;2;;
01357;Saint-Germain-de-Joux;82;01;18;4;2;0;0;0;1;2;4;0;2;0;0;1;1;1;0;;
01358;Saint-Germain-les-Paroisses;82;01;14;3;0;0;0;0;2;2;1;0;0;0;0;0;5;0;1;;
01359;Saint-Germain-sur-Renon;82;01;10;1;0;0;0;0;1;2;3;1;0;0;0;0;1;0;1;;
01360;Saint-Jean-de-Gonville;82;01;72;0;3;0;0;0;1;16;11;1;3;1;2;5;12;9;8;;
01361;Saint-Jean-de-Niost;82;01;83;1;2;0;0;0;3;23;16;3;2;0;3;3;10;10;7;;
01362;Saint-Jean-de-Thurigneux;82;01;42;1;1;0;0;0;3;13;6;0;2;0;1;3;4;4;4;;
01363;Saint-Jean-le-Vieux;82;01;91;1;2;0;0;0;6;14;17;2;5;0;1;3;17;14;9;;
01364;Saint-Jean-sur-Reyssouze;82;01;29;0;3;0;0;0;2;8;4;0;2;0;0;1;5;1;3;;
01365;Saint-Jean-sur-Veyle;82;01;48;1;4;0;0;0;1;10;9;2;4;2;0;1;4;4;6;;
01366;Sainte-Julie;82;01;26;1;0;0;0;0;2;5;4;3;2;0;1;0;3;1;4;;
01367;Saint-Julien-sur-Reyssouze;82;01;35;0;1;0;0;0;3;6;6;2;2;0;0;0;5;5;5;;
01368;Saint-Julien-sur-Veyle;82;01;26;0;1;0;0;0;1;6;9;1;0;3;0;0;3;2;0;;
01369;Saint-Just;82;01;53;0;0;0;0;0;6;9;13;0;2;2;0;1;10;7;3;;
01370;Saint-Laurent-sur-Saône;82;01;137;0;2;0;0;0;4;14;29;3;18;0;9;5;15;20;18;;
01371;Saint-Marcel;82;01;39;0;1;0;0;0;3;7;11;1;1;4;1;1;4;0;5;;
01372;Saint-Martin-de-Bavel;82;01;22;0;0;0;0;0;3;7;2;1;1;1;0;0;3;2;2;;
01373;Saint-Martin-du-Frêne;82;01;76;2;3;0;1;1;9;11;11;8;3;1;4;1;7;10;4;;
01374;Saint-Martin-du-Mont;82;01;87;0;1;0;3;0;6;21;14;2;2;1;5;3;21;2;6;;
01375;Saint-Martin-le-Châtel;82;01;19;0;3;0;0;0;2;6;3;1;0;1;1;1;1;0;0;;
01376;Saint-Maurice-de-Beynost;82;01;207;0;4;0;5;0;12;25;42;10;14;10;10;5;20;38;12;;
01378;Saint-Maurice-de-Gourdans;82;01;109;1;2;0;0;0;6;28;16;4;8;3;1;5;14;16;5;;
01379;Saint-Maurice-de-Rémens;82;01;19;0;1;0;0;0;1;5;1;2;2;1;1;1;1;0;3;;
01380;Saint-Nizier-le-Bouchoux;82;01;31;1;0;0;0;0;6;6;5;2;2;0;0;3;4;0;2;;
01381;Saint-Nizier-le-Désert;82;01;39;1;1;0;0;0;2;15;7;2;2;1;2;0;4;1;1;;
01382;Sainte-Olive;82;01;16;0;1;0;0;0;2;1;2;1;1;0;0;1;6;0;1;;
01383;Saint-Paul-de-Varax;82;01;75;1;1;0;0;0;4;11;15;3;6;0;2;1;9;15;7;;
01384;Saint-Rambert-en-Bugey;82;01;134;3;6;0;0;0;8;27;29;4;8;3;6;1;7;21;11;;
01385;Saint-Rémy;82;01;50;3;0;0;0;0;5;12;9;1;4;1;1;3;4;2;5;;
01386;Saint-Sorlin-en-Bugey;82;01;57;1;1;0;2;0;1;8;7;3;3;1;2;3;10;8;7;;
01387;Saint-Sulpice;82;01;9;0;0;0;0;0;1;2;3;1;0;0;0;0;0;0;2;;
01388;Saint-Trivier-de-Courtes;82;01;74;1;5;0;5;0;5;6;13;2;3;0;5;1;9;15;4;;
01389;Saint-Trivier-sur-Moignans;82;01;122;2;1;0;2;1;5;24;20;5;6;1;3;3;16;22;11;;
01390;Saint-Vulbas;82;01;180;15;1;0;2;0;16;16;34;22;11;3;7;3;32;12;6;;
01391;Salavre;82;01;13;0;3;0;0;0;0;0;0;0;3;0;1;2;2;1;1;;
01392;Samognat;82;01;26;0;0;0;1;0;4;5;5;0;1;0;0;0;5;3;2;;
01393;Sandrans;82;01;30;0;0;0;0;0;0;10;2;2;3;1;4;2;1;1;4;;
01396;Sault-Brénaz;82;01;45;4;1;0;1;0;3;8;7;1;2;3;0;3;2;5;5;;
01397;Sauverny;82;01;33;0;2;0;0;0;1;4;6;0;1;1;0;1;9;4;4;;
01398;Savigneux;82;01;75;2;1;0;2;0;6;21;14;1;6;0;1;1;14;3;3;;
01399;Ségny;82;01;77;0;4;0;0;0;3;8;20;0;11;4;3;4;7;3;10;;
01400;Seillonnaz;82;01;8;0;0;0;0;0;2;2;1;0;1;0;0;0;1;1;0;;
01401;Sergy;82;01;40;0;2;0;0;0;2;9;4;0;1;2;0;0;7;9;4;;
01402;Sermoyer;82;01;17;0;1;0;0;0;1;6;5;1;0;0;1;0;1;0;1;;
01403;Serrières-de-Briord;82;01;66;1;2;0;0;0;3;11;17;3;6;0;4;2;3;10;4;;
01404;Serrières-sur-Ain;82;01;7;0;0;0;0;0;0;1;1;0;2;0;0;0;2;0;1;;
01405;Servas;82;01;49;4;3;0;0;0;4;5;15;1;4;0;2;1;4;2;4;;
01406;Servignat;82;01;4;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;;
01407;Seyssel;82;01;63;1;1;0;0;0;1;9;14;3;5;1;3;2;6;10;7;;
01408;Simandre-sur-Suran;82;01;28;1;1;0;1;0;7;5;6;0;3;1;0;0;1;2;0;;
01409;Songieu;82;01;4;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;;
01410;Sonthonnax-la-Montagne;82;01;12;0;0;0;0;0;2;1;2;0;0;0;1;2;2;2;0;;
01411;Souclin;82;01;6;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;1;;
01412;Sulignat;82;01;30;0;0;0;0;0;2;10;4;0;3;1;0;1;4;5;0;;
01413;Surjoux;82;01;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
01414;Sutrieu;82;01;10;0;1;0;0;0;1;1;2;0;1;0;0;1;2;0;1;;
01415;Talissieu;82;01;22;0;0;0;0;0;1;8;4;1;2;0;0;1;2;2;1;;
01416;Tenay;82;01;45;3;1;0;0;0;3;10;7;4;3;0;1;0;6;3;4;;
01417;Thézillieu;82;01;7;0;0;0;1;0;0;2;2;0;1;0;0;0;1;0;0;;
01418;Thil;82;01;47;2;0;0;0;0;8;8;7;1;2;1;3;0;9;4;2;;
01419;Thoiry;82;01;287;0;6;0;0;0;9;23;110;5;11;3;10;17;36;26;31;;
01420;Thoissey;82;01;115;3;3;0;0;0;3;8;21;2;19;0;5;8;8;26;9;;
01421;Torcieu;82;01;28;0;0;0;4;0;3;12;2;1;0;0;0;0;3;2;1;;
01422;Tossiat;82;01;80;2;3;0;0;0;9;7;13;4;5;3;2;2;8;14;8;;
01423;Toussieux;82;01;45;0;0;0;1;0;4;11;7;1;0;0;2;2;10;2;5;;
01424;Tramoyes;82;01;85;0;1;0;0;1;6;13;19;5;1;5;5;5;15;4;5;;
01425;La Tranclière;82;01;9;0;0;0;0;0;0;6;0;1;0;0;0;0;0;2;0;;
01426;Treffort-Cuisiat;82;01;122;1;4;0;2;3;10;22;15;3;8;1;4;0;19;22;8;;
01427;Trévoux;82;01;510;2;7;0;10;0;40;71;86;10;28;12;29;27;74;80;34;;
01428;Valeins;82;01;7;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;2;;
01429;Vandeins;82;01;18;0;1;0;0;0;1;3;5;1;1;0;2;1;2;0;1;;
01430;Varambon;82;01;21;0;1;0;1;0;0;6;2;1;1;0;1;0;4;1;3;;
01431;Vaux-en-Bugey;82;01;58;1;1;0;1;0;4;16;9;4;1;2;0;2;6;8;3;;
01432;Verjon;82;01;12;0;0;0;0;0;0;4;3;0;0;0;0;0;2;2;1;;
01433;Vernoux;82;01;9;0;0;0;0;0;0;1;5;1;0;0;0;0;0;2;0;;
01434;Versailleux;82;01;21;0;1;0;0;0;1;1;4;1;1;3;1;1;2;2;3;;
01435;Versonnex;82;01;55;1;0;0;0;0;2;6;10;1;2;4;0;2;14;4;9;;
01436;Vesancy;82;01;17;0;0;0;0;0;0;2;1;1;0;1;0;1;5;4;2;;
01437;Vescours;82;01;5;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;2;;
01439;Vésines;82;01;10;0;0;0;0;0;1;0;4;0;1;0;0;0;0;4;0;;
01441;Vieu-d'Izenave;82;01;43;3;1;0;0;0;9;11;7;2;2;0;2;0;4;1;1;;
01442;Vieu;82;01;16;0;0;0;0;0;1;4;4;0;0;0;1;1;2;0;3;;
01443;Villars-les-Dombes;82;01;307;1;4;0;1;0;11;30;57;12;24;9;18;7;51;54;28;;
01444;Villebois;82;01;49;0;1;0;0;0;3;9;8;1;4;0;1;1;5;8;8;;
01445;Villemotier;82;01;25;0;1;0;0;0;0;6;4;0;2;0;2;0;4;1;5;;
01446;Villeneuve;82;01;85;0;1;0;2;0;2;28;13;3;4;0;2;3;16;3;8;;
01447;Villereversure;82;01;61;1;4;0;1;0;5;10;8;2;3;0;3;2;7;12;3;;
01448;Villes;82;01;9;0;0;0;0;0;1;3;2;0;1;0;0;0;1;1;0;;
01449;Villette-sur-Ain;82;01;54;2;0;0;0;0;2;10;10;1;3;2;0;2;8;7;7;;
01450;Villieu-Loyes-Mollon;82;01;184;0;3;0;3;1;10;46;27;1;9;8;2;7;31;26;10;;
01451;Viriat;82;01;503;5;6;0;1;3;33;54;130;12;28;4;23;12;96;68;28;;
01452;Virieu-le-Grand;82;01;63;1;2;0;1;0;4;19;7;3;3;2;1;0;7;8;5;;
01453;Virieu-le-Petit;82;01;19;1;0;0;0;0;1;6;2;3;1;0;0;1;2;1;1;;
01454;Virignin;82;01;61;3;0;0;0;0;5;10;23;0;2;0;2;1;7;5;3;;
01456;Vongnes;82;01;6;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;;
01457;Vonnas;82;01;201;5;6;0;1;3;7;33;35;6;13;0;13;7;25;29;18;;
02001;Abbécourt;22;02;21;2;0;0;1;0;0;6;5;2;0;0;0;1;2;0;2;;
02002;Achery;22;02;21;2;1;0;0;0;1;4;2;1;2;0;1;0;2;1;4;;
02003;Acy;22;02;28;0;2;0;0;0;4;5;0;0;1;0;1;2;7;5;1;;
02004;Agnicourt-et-Séchelles;22;02;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
02005;Aguilcourt;22;02;13;0;0;0;0;0;0;2;2;0;1;0;1;5;1;1;0;;
02006;Aisonville-et-Bernoville;22;02;15;0;0;0;0;0;0;6;0;0;2;0;0;3;1;0;3;;
02007;Aizelles;22;02;3;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;;
02008;Aizy-Jouy;22;02;4;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;;
02009;Alaincourt;22;02;14;2;0;0;0;0;0;1;4;0;1;0;0;0;1;2;3;;
02010;Allemant;22;02;6;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;;
02011;Ambleny;22;02;49;2;2;0;0;0;3;13;6;4;3;0;1;1;5;3;6;;
02012;Ambrief;22;02;4;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;;
02013;Amifontaine;22;02;24;1;0;0;0;0;0;8;7;0;1;0;0;0;5;0;2;;
02014;Amigny-Rouy;22;02;22;2;0;0;0;0;0;7;5;0;1;0;1;1;2;0;3;;
02015;Ancienville;22;02;5;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;1;;
02016;Andelain;22;02;6;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;1;;
02017;Anguilcourt-le-Sart;22;02;13;2;1;0;0;0;0;1;2;0;0;0;4;0;2;1;0;;
02018;Anizy-le-Château;22;02;83;0;3;0;0;1;5;7;15;3;4;0;5;3;6;20;11;;
02019;Annois;22;02;9;0;0;0;0;0;1;2;1;1;0;0;1;1;1;0;1;;
02020;Any-Martin-Rieux;22;02;16;0;1;0;0;0;0;6;1;0;2;0;1;0;3;0;2;;
02021;Archon;22;02;4;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;;
02022;Arcy-Sainte-Restitue;22;02;10;2;1;0;0;0;0;4;1;0;0;0;0;1;0;1;0;;
02023;Armentières-sur-Ourcq;22;02;6;0;0;0;0;0;1;3;1;0;0;0;0;0;1;0;0;;
02024;Arrancy;22;02;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
02025;Artemps;22;02;10;2;0;0;0;0;0;3;2;1;0;0;1;0;0;1;0;;
02026;Artonges;22;02;6;0;0;0;0;0;1;1;2;0;0;0;0;0;1;0;1;;
02027;Assis-sur-Serre;22;02;9;1;1;0;0;0;1;2;3;0;0;0;0;0;0;0;1;;
02028;Athies-sous-Laon;22;02;85;1;4;0;0;0;1;17;15;3;5;1;2;5;7;14;10;;
02029;Attilly;22;02;9;0;0;0;0;0;0;2;0;1;0;0;1;0;3;2;0;;
02030;Aubencheul-aux-Bois;22;02;9;0;0;0;0;0;4;1;1;0;0;1;1;0;0;0;1;;
02031;Aubenton;22;02;33;1;1;0;0;0;0;3;6;1;3;0;1;2;2;11;2;;
02032;Aubigny-aux-Kaisnes;22;02;6;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;0;;
02033;Aubigny-en-Laonnois;22;02;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;
02034;Audignicourt;22;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
02035;Audigny;22;02;9;1;0;0;0;0;0;1;2;0;0;0;0;1;0;0;4;;
02036;Augy;22;02;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
02037;Aulnois-sous-Laon;22;02;38;0;2;0;0;0;4;10;3;3;3;1;0;0;2;6;4;;
02038;Les Autels;22;02;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
02039;Autremencourt;22;02;11;3;0;0;0;0;0;2;0;1;0;3;0;0;1;0;1;;
02040;Autreppes;22;02;6;0;0;0;0;0;0;2;3;0;0;0;0;0;1;0;0;;
02041;Autreville;22;02;24;2;0;0;0;0;0;4;6;0;0;1;0;1;3;3;4;;
02042;Azy-sur-Marne;22;02;17;0;1;0;0;0;1;7;2;0;0;0;0;2;1;0;3;;
02043;Bagneux;22;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
02044;Bancigny;22;02;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
02046;Barenton-Bugny;22;02;16;0;0;0;0;0;2;5;1;0;0;1;1;0;5;0;1;;
02047;Barenton-Cel;22;02;4;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;;
02048;Barenton-sur-Serre;22;02;7;0;0;0;0;0;0;2;2;0;0;0;0;2;0;0;1;;
02049;Barisis;22;02;24;0;1;0;1;0;3;1;8;0;1;0;2;2;2;0;3;;
02050;Barzy-en-Thiérache;22;02;6;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;1;;
02051;Barzy-sur-Marne;22;02;12;0;0;0;0;0;0;3;2;1;0;1;0;1;3;0;1;;
02052;Bassoles-Aulers;22;02;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;;
02053;Baulne-en-Brie;22;02;7;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;3;;
02054;Bazoches-sur-Vesles;22;02;16;1;0;0;0;0;0;4;1;1;0;0;0;1;5;1;2;;
02055;Beaumé;22;02;3;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;;
02056;Beaumont-en-Beine;22;02;6;0;0;0;0;0;0;2;1;1;1;0;0;0;0;1;0;;
02057;Beaurevoir;22;02;55;2;1;0;0;0;9;3;12;5;2;0;1;2;6;7;5;;
02058;Beaurieux;22;02;42;0;2;0;0;0;4;8;7;1;1;0;1;0;8;6;4;;
02059;Beautor;22;02;75;3;1;0;0;0;8;8;21;4;5;0;0;3;2;11;9;;
02060;Beauvois-en-Vermandois;22;02;11;1;0;0;0;0;1;4;1;0;1;0;0;0;2;0;1;;
02061;Becquigny;22;02;5;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;1;;
02062;Belleau;22;02;6;0;0;0;0;0;0;0;2;0;0;0;0;0;3;1;0;;
02063;Bellenglise;22;02;15;1;0;0;0;0;0;3;4;0;1;0;0;1;3;2;0;;
02064;Belleu;22;02;89;1;2;0;0;0;3;17;27;3;4;1;0;2;6;12;11;;
02065;Bellicourt;22;02;18;1;1;0;0;0;1;3;3;2;3;0;0;0;1;2;1;;
02066;Benay;22;02;6;0;0;0;1;0;0;3;0;2;0;0;0;0;0;0;0;;
02067;Bergues-sur-Sambre;22;02;7;0;0;0;0;0;2;1;0;1;0;0;0;0;2;0;1;;
02068;Berlancourt;22;02;5;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;1;;
02069;Berlise;22;02;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;
02070;Bernot;22;02;12;4;0;0;0;0;1;1;2;1;0;1;0;0;0;0;2;;
02071;Berny-Rivière;22;02;36;0;0;0;0;0;0;8;9;0;6;0;0;0;5;2;6;;
02072;Berrieux;22;02;6;0;0;0;0;0;0;1;1;0;1;0;2;0;0;1;0;;
02073;Berry-au-Bac;22;02;16;1;1;0;0;0;1;2;2;0;5;0;0;0;1;0;3;;
02074;Bertaucourt-Epourdon;22;02;18;0;0;0;0;0;1;8;3;0;1;0;0;0;2;0;3;;
02075;Berthenicourt;22;02;8;0;0;0;0;0;0;3;1;0;1;0;0;2;0;1;0;;
02076;Bertricourt;22;02;7;0;0;0;0;0;2;3;1;0;1;0;0;0;0;0;0;;
02077;Berzy-le-Sec;22;02;10;0;1;0;0;0;1;3;1;0;0;0;1;0;1;1;1;;
02078;Besmé;22;02;5;0;0;0;0;0;0;2;0;1;1;0;0;0;1;0;0;;
02079;Besmont;22;02;4;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;;
02080;Besny-et-Loizy;22;02;12;0;1;0;0;0;0;1;4;0;1;0;1;0;2;1;1;;
02081;Béthancourt-en-Vaux;22;02;9;0;1;0;0;0;0;0;5;1;0;1;0;0;0;1;0;;
02082;Beugneux;22;02;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;
02083;Beuvardes;22;02;21;0;1;0;0;0;2;9;4;0;0;0;0;1;1;1;2;;
02084;Bézu-le-Guéry;22;02;11;0;0;0;0;0;1;4;1;1;1;0;0;1;1;0;1;;
02085;Bézu-Saint-Germain;22;02;36;0;0;0;1;0;2;9;9;1;1;0;0;2;6;1;4;;
02086;Bichancourt;22;02;25;0;0;0;0;0;3;8;5;1;1;0;0;3;2;0;2;;
02087;Bieuxy;22;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
02088;Bièvres;22;02;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
02089;Billy-sur-Aisne;22;02;51;1;0;0;0;0;4;6;12;2;1;0;3;2;7;11;2;;
02090;Billy-sur-Ourcq;22;02;6;0;0;0;0;0;0;1;3;0;0;0;0;2;0;0;0;;
02091;Blanzy-lès-Fismes;22;02;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;
02093;Blérancourt;22;02;60;1;1;0;1;0;4;9;12;2;2;0;1;1;7;11;8;;
02094;Blesmes;22;02;31;0;1;0;0;0;2;4;6;3;0;0;1;3;8;3;0;;
02095;Bohain-en-Vermandois;22;02;230;1;7;0;1;0;6;24;68;3;21;2;13;9;20;37;18;;
02096;Bois-lès-Pargny;22;02;5;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;;
02097;Boncourt;22;02;9;2;0;0;0;0;0;2;2;0;0;0;0;1;1;0;1;;
02098;Bonneil;22;02;12;0;1;0;0;0;1;2;2;1;0;0;0;2;2;0;1;;
02099;Bonnesvalyn;22;02;10;0;0;0;0;0;0;1;2;0;0;0;0;1;3;1;2;;
02100;Bony;22;02;3;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;;
02101;Bosmont-sur-Serre;22;02;4;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;;
02102;Bouconville-Vauclair;22;02;10;0;0;0;0;0;1;0;0;0;0;0;1;0;5;1;2;;
02103;Boué;22;02;54;1;3;0;0;0;1;5;12;4;10;0;2;0;2;9;5;;
02104;Bouffignereux;22;02;4;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;;
02105;Bouresches;22;02;10;0;0;0;0;0;0;2;1;0;2;0;1;0;2;1;1;;
02106;Bourg-et-Comin;22;02;43;2;1;0;0;1;0;6;10;3;5;1;0;2;5;5;2;;
02107;Bourguignon-sous-Coucy;22;02;4;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;;
02108;Bourguignon-sous-Montbavin;22;02;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;;
02109;La Bouteille;22;02;15;0;0;0;0;0;1;4;3;2;0;0;0;1;1;1;2;;
02110;Braine;22;02;130;3;4;0;1;0;7;17;29;7;6;1;4;6;10;27;8;;
02111;Brancourt-en-Laonnois;22;02;21;0;0;0;0;0;1;7;3;0;1;2;2;2;3;0;0;;
02112;Brancourt-le-Grand;22;02;17;0;0;0;0;1;1;3;2;0;0;0;0;1;2;3;4;;
02114;Brasles;22;02;71;2;1;0;1;0;3;17;18;2;5;1;4;0;7;6;4;;
02115;Braye-en-Laonnois;22;02;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;
