eu_election_circle_fr,region_no,city_name,people_no,REG,total_co,fem_executive_sa,fem_manager_sa,fem_employee_sa,fem_worker_sa,avg_male_sa,male_executive_sa,male_manager_sa,male_employee_sa,male_worker_sa,fem_executive_sa_mean,fem_manager_sa_mean,fem_employee_sa_mean,fem_worker_sa_mean,avg_male_sa_mean,male_executive_sa_mean,male_manager_sa_mean,male_employee_sa_mean,male_worker_sa_mean,fem_executive_sa_min,fem_executive_sa_max,fem_executive_sa_median,fem_manager_sa_min,fem_manager_sa_max,fem_manager_sa_median,fem_employee_sa_min,fem_employee_sa_max,fem_employee_sa_median,fem_worker_sa_min,fem_worker_sa_max,fem_worker_sa_median,avg_male_sa_min,avg_male_sa_max,avg_male_sa_median,male_executive_sa_min,male_executive_sa_max,male_executive_sa_median,male_manager_sa_min,male_manager_sa_max,male_manager_sa_median,male_employee_sa_min,male_employee_sa_max,male_employee_sa_median,male_worker_sa_min,male_worker_sa_max,male_worker_sa_median
Est,41,Audun-le-Roman,2410.0,41.0,111.0,21.5,12.9,9.2,9.0,14.5,22.0,16.1,10.9,12.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Cosnes-et-Romain,2629.0,41.0,125.0,27.9,14.2,11.9,9.1,16.4,25.0,16.0,12.2,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Haucourt-Moulaine,3025.0,41.0,67.0,16.9,13.7,9.9,8.8,13.1,24.6,16.5,11.4,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Herserange,4113.0,41.0,89.0,23.2,12.4,9.3,9.1,12.0,21.8,13.7,10.8,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Hussigny-Godbrange,3553.0,41.0,86.0,22.7,12.0,10.0,10.1,13.7,22.5,15.2,9.8,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Lexy,3333.0,41.0,135.0,21.3,13.6,9.9,8.9,14.4,26.2,16.3,11.5,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Longlaville,2260.0,41.0,101.0,19.2,12.0,9.2,9.7,13.0,21.5,17.1,10.5,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Longuyon,5240.0,41.0,265.0,17.8,12.9,9.5,8.8,12.4,19.7,15.9,10.0,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Longwy,13952.0,41.0,747.0,17.9,12.2,9.5,8.3,12.3,25.9,14.5,10.4,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Mexy,2129.0,41.0,87.0,19.8,12.1,9.7,9.0,15.3,23.3,16.2,10.9,12.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Réhon,3850.0,41.0,103.0,21.1,12.6,9.9,9.0,13.0,21.7,16.6,10.2,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Trieux,2507.0,41.0,88.0,17.6,11.9,9.9,10.0,13.8,27.5,15.4,10.0,11.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Tucquegnieux,2515.0,41.0,91.0,22.5,11.5,9.6,9.1,13.9,21.4,16.2,10.4,12.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Villerupt,9294.0,41.0,276.0,18.3,11.8,9.3,7.1,13.3,22.4,14.8,11.8,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Bar-le-Duc,14773.0,41.0,1016.0,19.5,12.8,10.1,7.4,13.0,24.4,14.7,10.9,9.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Commercy,5527.0,41.0,361.0,21.0,11.8,9.6,9.7,12.4,24.7,14.2,10.9,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Fains-Véel,1985.0,41.0,86.0,22.4,12.6,10.8,8.6,14.5,25.8,15.2,11.0,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Ligny-en-Barrois,3887.0,41.0,213.0,20.4,13.2,9.8,10.3,12.9,22.3,15.6,10.2,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Revigny-sur-Ornain,2880.0,41.0,165.0,20.3,14.7,9.5,8.3,12.5,23.6,16.1,10.6,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Saint-Mihiel,3649.0,41.0,240.0,22.0,13.0,10.0,10.0,13.7,29.1,15.5,11.7,11.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Vaucouleurs,1853.0,41.0,110.0,19.7,13.0,9.6,8.8,12.5,25.8,14.8,13.4,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Belleville-sur-Meuse,3055.0,41.0,156.0,21.6,12.6,9.7,9.0,12.7,26.5,13.5,10.4,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Bouligny,2590.0,41.0,70.0,28.7,12.5,9.5,10.2,12.1,18.7,15.0,10.3,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Montmédy,1902.0,41.0,99.0,19.1,11.7,9.0,9.7,12.8,24.6,18.4,10.0,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Stenay,2538.0,41.0,188.0,16.1,11.4,9.1,9.5,12.7,22.0,17.5,8.6,11.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,41,Thierville-sur-Meuse,2485.0,41.0,137.0,18.7,11.8,10.0,9.3,13.2,25.2,15.7,10.9,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Arradon,5308.0,53.0,341.0,22.1,13.5,10.8,10.5,18.5,27.8,15.5,12.5,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Arzon,2075.0,53.0,321.0,25.2,12.7,9.9,8.7,13.1,29.2,15.2,10.7,9.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Baden,4367.0,53.0,265.0,20.6,13.7,10.3,13.9,18.0,29.0,16.3,11.6,12.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Férel,2955.0,53.0,127.0,17.7,12.6,9.4,9.7,13.6,25.4,15.3,10.3,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Marzan,2212.0,53.0,100.0,19.5,11.7,9.5,9.9,13.0,26.5,15.5,10.0,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Muzillac,4802.0,53.0,390.0,23.3,12.7,9.6,9.7,13.1,22.0,14.2,10.2,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Nivillac,4287.0,53.0,201.0,18.1,12.4,9.7,10.1,13.3,23.6,14.4,12.4,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Noyal-Muzillac,2416.0,53.0,96.0,16.9,11.9,9.3,9.7,11.9,19.1,13.9,10.5,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Ploeren,6382.0,53.0,453.0,19.0,13.7,10.5,9.5,15.0,25.0,15.4,11.1,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Saint-Avé,10354.0,53.0,583.0,19.9,13.7,10.1,9.4,14.5,25.2,14.7,11.3,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Saint-Dolay,2329.0,53.0,111.0,24.2,12.5,9.6,10.0,12.7,23.3,14.8,10.8,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Sarzeau,7562.0,53.0,614.0,23.4,12.8,9.8,9.6,13.5,27.4,14.5,10.0,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Séné,8631.0,53.0,599.0,19.8,13.3,10.4,9.2,14.8,25.1,14.7,11.3,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Surzur,4080.0,53.0,223.0,17.3,12.8,10.3,9.4,14.7,24.2,14.9,11.8,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Theix,0.0,53.0,483.0,20.8,12.7,10.1,9.2,14.5,25.8,15.2,11.0,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Vannes,50755.0,53.0,4863.0,20.3,13.6,10.0,8.9,14.8,27.5,14.3,10.6,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Auray,12796.0,53.0,1250.0,20.8,12.7,9.5,9.1,13.1,24.6,13.8,10.5,10.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Belz,3491.0,53.0,228.0,18.5,13.8,9.5,9.2,13.2,24.7,13.4,10.3,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Brech,6324.0,53.0,343.0,19.6,13.5,10.0,8.8,13.9,23.5,15.0,11.6,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Camors,2945.0,53.0,123.0,22.4,12.8,9.6,9.5,12.5,21.9,14.4,10.6,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Carnac,4095.0,53.0,656.0,22.5,13.5,9.8,10.2,14.4,31.1,15.2,10.9,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Crach,3172.0,53.0,271.0,22.3,13.0,10.1,9.3,14.1,26.5,14.5,11.1,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Erdeven,3380.0,53.0,235.0,20.0,13.9,9.7,9.7,13.0,23.6,14.4,10.1,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Kervignac,6433.0,53.0,318.0,19.3,13.1,10.2,9.7,14.0,23.6,14.6,11.1,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Landaul,2201.0,53.0,73.0,17.2,12.2,9.8,9.4,13.3,25.2,15.3,10.9,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Landévant,3495.0,53.0,182.0,18.5,12.3,9.9,9.7,12.8,22.1,14.4,11.7,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Le Palais,2314.0,53.0,380.0,21.5,12.4,9.4,10.0,11.5,21.2,12.4,9.4,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Locmiquélic,4008.0,53.0,170.0,20.9,13.0,10.0,9.4,13.7,22.1,15.1,10.3,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Locoal-Mendon,3213.0,53.0,186.0,18.3,12.9,9.7,9.6,13.2,22.7,15.2,10.7,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Merlevenez,3083.0,53.0,135.0,18.6,12.3,9.7,9.6,12.7,23.4,13.7,11.3,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Ploemel,2771.0,53.0,156.0,20.2,12.6,9.7,9.7,13.6,28.6,14.4,10.5,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plougoumelen,2365.0,53.0,163.0,20.0,14.0,10.7,9.2,15.5,23.9,17.0,11.4,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plouharnel,1997.0,53.0,190.0,21.3,12.8,9.9,9.6,13.2,20.5,15.4,10.1,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plumergat,3905.0,53.0,121.0,17.9,13.0,10.1,9.9,13.1,23.1,14.3,10.7,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Pluneret,5203.0,53.0,284.0,17.3,13.2,10.1,9.3,13.8,23.9,15.0,11.0,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Pluvigner,7213.0,53.0,366.0,18.7,12.1,9.7,9.9,12.8,23.3,14.3,11.0,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Quiberon,4828.0,53.0,615.0,18.5,12.9,9.6,9.0,12.4,25.9,13.4,9.7,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Riantec,5176.0,53.0,178.0,18.7,12.8,9.7,9.5,13.4,22.8,14.6,10.4,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Sainte-Anne-d'Auray,2334.0,53.0,114.0,19.7,13.3,9.7,9.4,14.1,23.0,13.9,11.8,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Saint-Pierre-Quiberon,2101.0,53.0,186.0,17.8,14.2,9.7,9.4,13.0,25.7,14.8,10.5,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Baud,6074.0,53.0,385.0,19.0,11.9,9.9,9.9,12.6,22.1,14.7,11.5,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Bignan,2741.0,53.0,114.0,19.9,11.3,9.7,10.1,12.0,24.6,14.2,11.0,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Bréhan,1994.0,53.0,96.0,21.2,13.4,10.4,9.7,13.1,27.3,14.6,10.7,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Colpo,2095.0,53.0,95.0,20.7,12.8,10.2,10.6,12.6,23.6,14.6,11.3,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Elven,5503.0,53.0,240.0,19.2,12.3,9.8,9.4,12.9,24.0,14.4,10.6,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Grand-Champ,4948.0,53.0,246.0,17.7,13.2,9.9,9.6,12.9,22.1,14.7,11.0,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Le Sourn,2096.0,53.0,99.0,18.5,12.9,9.8,9.5,12.7,20.9,14.5,10.9,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Locminé,3982.0,53.0,304.0,17.6,12.8,9.8,9.7,12.3,23.1,14.5,10.5,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Meucon,2152.0,53.0,76.0,16.9,12.4,10.2,8.8,14.0,24.0,14.4,11.3,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Monterblanc,3091.0,53.0,138.0,18.6,12.1,10.1,9.4,13.3,23.8,13.9,12.1,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Moréac,3651.0,53.0,177.0,17.4,11.7,9.7,10.0,12.1,23.1,14.4,10.3,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Noyal-Pontivy,3542.0,53.0,248.0,20.9,12.9,10.0,9.7,13.1,23.6,14.2,11.5,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plescop,5654.0,53.0,368.0,18.9,13.1,10.0,9.0,13.6,25.5,14.2,10.8,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plumelec,2600.0,53.0,137.0,21.6,12.7,9.4,9.1,11.6,22.6,15.2,11.2,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Pluméliau,3440.0,53.0,159.0,19.1,12.7,9.8,9.7,12.5,21.9,14.6,10.8,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plumelin,2472.0,53.0,96.0,17.7,12.6,9.9,10.1,12.5,22.5,14.6,11.1,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Pontivy,13122.0,53.0,1003.0,19.5,13.3,9.9,9.2,13.0,24.9,14.7,10.7,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Saint-Jean-Brévelay,2562.0,53.0,129.0,15.1,12.6,9.4,9.9,11.9,23.4,13.7,10.8,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Saint-Nolff,3620.0,53.0,187.0,21.7,13.6,10.0,9.2,14.3,26.6,15.2,10.4,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Sulniac,3367.0,53.0,138.0,18.6,12.3,9.9,9.8,12.7,22.1,13.8,11.4,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Treffléan,2097.0,53.0,74.0,18.5,13.0,10.1,9.6,13.1,22.7,14.8,11.1,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Allaire,3541.0,53.0,168.0,19.2,12.9,9.8,9.8,13.0,24.0,14.3,11.5,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Carentoir,2614.0,53.0,143.0,17.3,13.1,9.6,10.5,11.9,20.6,13.8,10.4,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Guégon,2236.0,53.0,87.0,21.2,11.6,9.6,10.0,12.3,23.8,14.6,11.1,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Guer,5799.0,53.0,354.0,19.3,12.5,10.1,9.6,12.8,26.4,14.3,11.3,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Josselin,2045.0,53.0,216.0,15.6,12.8,9.7,10.0,12.4,29.3,14.7,11.8,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,La Gacilly,1953.0,53.0,205.0,19.2,14.1,10.1,9.4,12.6,27.7,13.8,10.3,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Malansac,2152.0,53.0,108.0,19.6,12.9,9.5,9.2,11.7,22.0,14.0,10.7,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Malestroit,2216.0,53.0,239.0,22.0,13.4,10.3,10.1,13.6,28.0,13.9,10.7,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Mauron,3022.0,53.0,190.0,24.3,12.3,9.5,10.3,11.7,23.9,14.1,10.3,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Péaule,2520.0,53.0,118.0,19.8,12.2,9.6,9.6,12.2,22.1,15.4,10.5,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Ploërmel,8940.0,53.0,770.0,19.9,12.6,9.6,9.6,13.2,24.8,15.4,10.4,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Questembert,7250.0,53.0,470.0,18.2,12.7,9.6,9.7,12.6,22.9,14.9,10.9,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Sérent,2995.0,53.0,158.0,15.5,12.4,9.7,9.9,12.0,24.8,14.5,10.3,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
